0.0:♪♪♪
15.5:(Climb on board)
19.4:We'll go slow and high-tempo
23.3:Light and dark
26.9:Hold me hard and mellow
30.6:I'm seeing the pain (seeing the pleasure)
33.1:Nobody but you, 'body but me
35.6:'Body but us, bodies together
39.1:I love to hold you close, tonight and always
42.8:I love to wake up next to you
46.7:I love to hold you close, tonight and always
50.5:I love to wake up next to you
53.8:So we'll piss off the neighbours
57.6:In the place that feels the tears
59.8:The place to lose your fears
61.6:Yeah, reckless behavior
65.5:A place that is so pure, so dirty and raw
69.2:In the bed all day, bed all day, bed all day
73.3:Fucking and fighting on
75.9:It's our paradise and it's our war zone
80.6:It's our paradise and it's our war zone
84.9:Pillow talk
88.4:My enemy, my ally
92.5:Prisoners
96.2:Then we're free, it's a thin line
99.6:I'm seeing the pain, seeing the pleasure
102.5:Nobody but you, 'body but me
104.7:'Body but us, bodies together
108.3:I love to hold you close, tonight and always
112.2:I love to wake up next to you
115.4:So we'll piss off the neighbours
119.1:In the place that feels the tears
121.4:The place to lose your fears
123.1:Yeah, reckless behavior
127.0:A place that is so pure, so dirty and raw
130.8:In the bed all day, bed all day, bed all day
134.9:Fucking and fighting on
137.4:It's our paradise and it's our war zone
142.1:It's our paradise and it's our war zone
146.6:Paradise, paradise, paradise, paradise
150.4:War zone, war zone, war zone, war zone
154.2:Paradise, paradise, paradise, paradise
158.0:War zone, war zone, war zone, war zone
162.0:♪♪♪
169.2:So we'll piss off the neighbours
172.9:In the place that feels the tears
175.1:The place to lose your fears
176.9:Yeah, reckless behavior
180.9:A place that is so pure, so dirty and raw
184.5:In the bed all day, bed all day, bed all day
188.8:Fucking and fighting on
191.1:It's our paradise and it's our war zone
195.9:It's our paradise and it's our war zone
