0.0:♪♪♪
10.23:Here's to the ones that we got
13.14:Cheers to the wish you were here, but you're not
15.26:'Cause the drinks bring back all the memories
18.08:Of everything we've been through
21.07:Toast to the ones here today
23.25:Toast to the ones that we lost on the way
26.12:'Cause the drinks bring back all the memories
28.28:And the memories bring back, memories bring back you
32.28:There's a time that I remember, when I did not know no pain
38.02:When I believed in forever, and everything would stay the same
43.12:Now my heart feel like December when somebody say your name
48.23:'Cause I can't reach out to call you, but I know I will one day, yeah
54.29:Everybody hurts sometimes
57.00:Everybody hurts someday, ayy ayy
60.04:But everything gon' be alright
62.07:Go and raise a glass and say, ayy
64.25:Here's to the ones that we got
67.15:Cheers to the wish you were here, but you're not
69.27:'Cause the drinks bring back all the memories
72.13:Of everything we've been through
75.12:Toast to the ones here today
78.01:Toast to the ones that we lost on the way
80.13:'Cause the drinks bring back all the memories
83.01:And the memories bring back, memories bring back you
86.15:Doo doo, doo doo doo doo (several times)
93.27:Memories bring back, memories bring back you
97.14:There's a time that I remember when I never felt so lost
102.28:When I felt all of the hatred was too powerful to stop (ooh, yeah)
108.01:Now my heart feel like an ember and it's lighting up the dark
113.17:I'll carry these torches for ya that you know I'll never drop, yeah
119.20:Everybody hurts sometimes
121.16:Everybody hurts someday, ayy ayy
124.24:But everything gon' be alright
126.25:Go and raise a glass and say, ayy
129.13:Here's to the ones that we got (oh)
132.02:Cheers to the wish you were here, but you're not
134.14:'Cause the drinks bring back all the memories
137.01:Of everything we've been through (no, no)
139.29:Toast to the ones here today (ayy)
142.18:Toast to the ones that we lost on the way
145.00:'Cause the drinks bring back all the memories (ayy)
147.18:And the memories bring back, memories bring back you
151.02:Doo doo, doo doo doo doo (several times)
158.15:Memories bring back, memories bring back you
161.19:Doo doo, doo doo doo doo (several times)
169.02:Memories bring back, memories bring back you
173.17:Yeah, yeah, yeah (several times)
179.17:Memories bring back, memories bring back you
