0.0:♪♪♪
2.25:She played the fiddle in an Irish band
5.02:But she fell in love with an English man
7.2:Kissed her on the neck and then I took her by the hand
9.25:Said, "Baby, I just wanna dance"
11.24:I met her on Grafton street right outside of the bar
14.15:She shared a cigarette with me while her brother played the guitar
16.28:She asked me, "What does it mean, the Gaelic ink on your arm?"
19.1:Said, "It was one of my friend's songs, do you want to drink on?"
21.2:She took Jamie as a chaser, Jack for the fun
24.05:She got Arthur on the table with Johnny riding as shotgun
27.05:Chatted some more, one more drink at the bar
28.84:Then put Van on the jukebox, got up to dance
31.1:You know, she played her fiddle in an Irish band
33.27:But she fell in love with an English man
36.13:Kissed her on the neck and then I took her by the hand
38.21:Said, "Baby, I just wanna dance"
40.14:With my pretty little Galway girl
45.06:You're my pretty little Galway girl
50.16:You know she beat me at darts and then she beat me at pool
52.29:And then she kissed me like there was nobody else in the room
55.1:As last orders were called was when she stood on the stool
57.25:After dancing to Kaleigh, singing to trad tunes
60.04:I never heard Carrickfergus ever sung so sweet
62.2:Acapella in the bar using her feet for a beat
65.0:Oh, I could have that voice playing on repeat for a week
67.12:And in this packed out room swear she was singing to me
69.22:You know, she played her fiddle in an Irish band
72.09:But she fell in love with an English man
74.24:Kissed her on the neck and then I took her by the hand
77.01:Said, "Baby, I just want to dance"
78.93:My pretty little Galway girl
82.13:My, my, my, my, my, my, my Galway girl (x3)
98.19:And now we've outstayed our welcome and it's closing time
101.0:I was holding her hand, her hand was holding mine
103.14:Our coats both smell of smoke, whisky and wine
106.0:As we fill up our lungs with the cold air of the night
108.06:I walked her home, then she took me inside
110.1:To finish some Doritos and another bottle of wine
113.02:I swear I'm gonna put you in a song that I write
115.07:About a Galway girl and a perfect night
117.22:She played the fiddle in an Irish band
120.03:But she fell in love with an English man
122.18:Kissed her on the neck and then I took her by the hand
124.23:Said, "Baby, I just want to dance"
126.21:My pretty little Galway girl
130.09:My, my, my, my, my, my, my Galway girl (x3)
146.95:♪♪♪
