0.0:♪♪♪
8.1:You're on the phone with your girlfriend, she's upset
12.0:She's goin' off about somethin' that you said
15.2:'Cause she doesn't get your humor like I do
22.3:I'm in the room, it's a typical Tuesday night
26.3:I'm listenin' to the kind of music she doesn't like
30.2:And she'll never know your story like I do
37.2:But she wears short skirts, I wear T-shirts
41.1:She's cheer captain and I'm on the bleachers
45.1:Dreamin' 'bout the day when you wake up and find
48.1:That what you're looking for has been here the whole time
52.0:If you could see that I'm the one who understands you
56.0:Been here all along, so why can't you see
61.0:You belong with me
64.2:You belong with me
70.3:Walkin' the streets with you and your worn-out jeans
74.2:I can't help thinkin' this is how it ought to be
78.1:Laughin' on a park bench, thinkin' to myself
82.1:"Hey, isn't this easy?"
85.1:And you've got a smile that could light up this whole town
89.2:I haven't seen it in a while since she brought you down
93.1:You say you're fine, I know you better than that
96.3:Hey, what you doin' with a girl like that?
100.1:She wears high heels, I wear sneakers
104.0:She's cheer captain and I'm on the bleachers
107.2:Dreamin' 'bout the day when you wake up and find
110.3:That what you're looking for has been here the whole time
114.2:If you could see that I'm the one who understands you
118.3:Been here all along, so why can't you see
123.3:You belong with me
129.2:Standin' by and waitin' at your back door
133.2:All this time, how could you not know, baby
139.2:You belong with me
142.1:You belong with me
145.0:♪♪♪
157.1:Oh, I remember you drivin' to my house
160.3:In the middle of the night
162.2:I'm the one who makes you laugh
164.2:When you know you're 'bout to cry
166.2:And I know your favorite songs
168.1:And you tell me 'bout your dreams
170.0:Think I know where you belong
172.0:Think I know it's with me
175.2:Can't you see that I'm the one who understands you?
179.2:Been here all along, so why can't you see
185.3:You belong with me
190.2:Standin' by and waitin' at your back door
194.2:All this time, how could you not know, baby
200.2:You belong with me
203.1:You belong with me
207.3:You belong with me
210.2:Have you ever thought just maybe
215.1:You belong with me
218.0:You belong with me
