0.0:♪♪♪
8.1:Nice to meet you, where you been?
11.3:I could show you incredible things
13.2:Magic, madness, heaven, sin
16.0:Saw you there and I thought
18.0:Oh my God, look at that face
20.1:You look like my next mistake
22.3:Love's a game, wanna play? Ayy
28.1:New money, suit and tie
30.3:I can read you like a magazine
33.2:Ain't it funny, rumors fly
36.0:And I know you heard about me
38.1:So hey, let's be friends
40.1:I'm dyin' to see how this one ends
42.3:Grab your passport and my hand
45.1:I can make the bad guys good for a weekend
49.1:So it's gonna be forever
51.0:Or it's gonna go down in flames
53.1:You can tell me when it's over, mm
55.2:If the high was worth the pain
58.1:Got a long list of ex lovers
60.2:They'll tell you I'm insane
63.1:'Cause you know I love the players
65.2:And you love the game
68.1:'Cause we're young and we're reckless
70.2:We'll take this way too far
73.1:It'll leave you breathless, mm
75.3:Or with a nasty scar
78.1:Got a long list of ex lovers
80.2:They'll tell you I'm insane
83.1:But I've got a blank space, baby
86.3:And I'll write your name
88.2:♪♪♪
93.2:Cherry lips, crystal skies
96.0:I could show you incredible things
98.2:Stolen kisses, pretty lies
101.1:You're the king, baby, I'm your queen
103.1:Find out what you want
105.1:Be that girl for a month
107.3:Wait, the worst is yet to come, oh no
113.1:Screaming, crying, perfect storms
116.1:I can make all the tables turn
118.2:Rose garden filled with thorns
121.1:Keep you second guessin' like
123.0:"Oh my God, who is she?"
125.1:I get drunk on jealousy
127.3:But you'll come back each time you leave
130.1:'Cause darling, I'm a nightmare dressed like a daydream
133.1:So it's gonna be forever
135.3:Or it's gonna go down in flames
138.1:You can tell me when it's over, mm
140.2:If the high was worth the pain
143.1:Got a long list of ex lovers
145.2:They'll tell you I'm insane
148.1:'Cause you know I love the players
150.2:And you love the game
153.1:'Cause we're young and we're reckless (oh)
155.1:We'll take this way too far
158.1:It'll leave you breathless, mm
160.2:Or with a nasty scar
163.1:Got a long list of ex lovers
165.2:They'll tell you I'm insane (insane)
168.1:But I've got a blank space, baby
171.3:And I'll write your name
173.1:Boys only want love if it's torture
178.1:Don't say I didn't, say I didn't warn ya
183.1:Boys only want love if it's torture
188.1:Don't say I didn't, say I didn't warn ya
193.1:So it's gonna be forever
195.2:Or it's gonna go down in flames
198.1:You can tell me when it's over (over), mm
200.3:If the high was worth the pain
203.1:Got a long list of ex lovers
205.2:They'll tell you I'm insane
208.1:'Cause you know I love the players
210.2:And you love the game
213.1:'Cause we're young and we're reckless (yeah)
215.3:We'll take this way too far
218.1:It'll leave you breathless, mm
220.2:Or with a nasty scar
223.1:Got a long list of ex lovers
225.2:They'll tell you I'm insane
228.1:But I've got a blank space, baby
231.2:And I'll write your name
235.2:♪(end roll)♪
