0.0:♪♪♪
28.0:White shirt now red, my bloody nose
31.5:Sleepin', you're on your tippy toes
35.0:Creepin' around like no one knows
38.5:Think you're so criminal
42.0:Bruises on both my knees for you
46.0:Don't say thank you or please
48.5:I do what I want when I'm wanting to
52.5:My soul? So cynical
55.5:So you're a tough guy 
57.5:Like it really rough guy
59.0:Just can't get enough guy
61.0:Chest always so puffed guy
63.0:I'm that bad type
64.5:Make your mama sad type
66.5:Make your girlfriend mad tight
68.0:Might seduce your dad type
70.0:I'm the bad guy, duh
81.0:I'm the bad guy
88.0:I like it when you take control
92.0:Even if you know that you don't
95.5:Own me, I'll let you play the role
99.0:I'll be your animal
103.0:My mommy likes to sing along with me
107.5:But she won't sing this song
110.0:If she reads all the lyrics
113.0:She'll pity the men I know
116.0:So you're a tough guy
118.0:Like it really rough guy
119.0:Just can't get enough guy
121.0:Chest always so puffed guy
123.5:I'm that bad type
125.0:Make your mama sad type
126.5:Make your girlfriend mad tight
128.5:Might seduce your dad type
130.5:I'm the bad guy, duh
141.0:I'm the bad guy
148.0:duh
154.5:I'm only good at being bad, bad
173.0:I like when you get mad
177.0:I guess I'm pretty glad that you're alone
181.0:You said she's scared of me?
183.0:I mean, 
184.0:I don't see what she sees
186.0:But maybe it's 'cause I'm wearing your cologne
191.0:I'm a bad guy
199.0:I'm, I'm a bad guy
202.0:Bad guy, bad guy
204.0:I'm a bad
