0.0:♪♪♪
21.0:I was so high, I did not recognize
24.2:The fire burning in her eyes
27.0:The chaos that controlled my mind
30.1:Whispered goodbye as she got on a plane
34.2:Never to return again
37.1:But always in my heart
41.0:This love has taken its toll on me
46.0:She said goodbye too many times before
51.1:And her heart is breaking in front of me
56.1:I have no choice 'cause I won't say goodbye anymore
62.2:woah, woah, woah
71.1:I tried my best to feed her appetite
75.0:Keep her coming every night
77.2:So hard to keep her satisfied
80.2:Oh, kept playing love like it was just a game
85.0:Pretending to feel the same
87.2:Then turn around and leave again
90.1:But, oh
91.3:this love has taken its toll on me
96.2:She said goodbye too many times before
101.2:And her heart is breaking in front of me
106.2:I have no choice 'cause I won't say goodbye anymore
113.1:woah, woah, woah
122.0:I'll fix these broken things
124.2:Repair your broken wings
127.0:And make sure everything is alright
132.0:My pressure on your hips
134.2:Sinking my fingertips
136.2:Into every inch of you
139.0:'Cause I know that's what you want me to do
142.1:This love has taken its toll on me
147.0:She said goodbye too many times before
152.2:Her heart is breaking in front of me
157.1:I have no choice 'cause I won't say goodbye anymore
162.2:This love has taken its toll on me
167.1:She said goodbye too many times before
172.3:My heart is breaking in front of me
177.1:She said goodbye too many times before
183.0:This love has taken its toll on me
177.2:She said goodbye too many times before
193.1:Her heart is breaking in front of me
197.2:I have no choice 'cause I won't say goodbye anymore
