0.0:♪♪♪
2.0:I didn't ask for a free ride
5.3:I only asked you to show me a real good time
9.3:I never asked for the rainfall
13.2:At least I showed up, you showed me nothing at all
19.2:It's coming down on me
23.2:Water like misery
27.2:It's coming down on me
31.1:I'm ready, rain on me
32.3:I'd rather be dry, but at least I'm alive
36.2:Rain on me, rain, rain
38.2:Rain on me, rain, rain
40.2:I'd rather be dry, but at least I'm alive
44.2:Rain on me, rain, rain
46.2:Rain on me
55.3:Rain on me
58.2:Mmm, oh yeah, baby
63.2:Rain on me
64.2:Living in a world where no one's innocent
68.2:Oh, but at least we try
72.1:Gotta live my truth, not keep it bottled in
76.1:So I don't lose my mind
78.2:Baby, yeah
79.2:I can feel it on my skin
82.1:It's coming down on me
83.3:Teardrops on my face
86.1:Water like misery
87.2:Let it wash away my sins
90.0:It's coming down on me
92.1:Let it wash away
95.1:I'd rather be dry, but at least I'm alive
99.1:Rain on me, rain, rain
101.1:Rain on me, rain, rain
103.1:I'd rather be dry, but at least I'm alive
107.0:Rain on me, rain, rain
109.1:Rain on me
114.0:Rain on me
118.1:Rain on me
120.1:Oh yeah, yeah
122.3:Rain on me, ooh yeah
126.0:Rain on me
127.2:Rain on me
134.1:Hands up to the sky
136.0:I'll be your galaxy, I'm about to fly
140.2:Rain on me, tsunami
142.1:Hands up to the sky
144.2:I'll be your galaxy, I'm about to fly
148.1:Rain on me
150.1:I'd rather be dry, but at least I'm alive
154.0:Rain on me, rain, rain
155.3:Rain on me, rain, rain
157.2:I'd rather be dry, but at least I'm alive
161.2:Rain on me, rain, rain
164.0:Rain on me
166.0:I hear the thunder coming down, won't you rain on me?
171.2:Rain on me
173.3:I hear the thunder coming down, won't you rain on me?
179.2:Rain on me
