0.0:♪♪♪
8.2:Vintage tee, brand new phone
12.2:High heels on cobblestones
16.0:When you are young, they assume you know nothing
23.0:Sequin smile, black lipstick
27.0:Sensual politics
31.0:When you are young, they assume you know nothing
38.0:But I knew you
40.0:Dancin' in your Levi's
42.0:Drunk under a streetlight
44.0:I, I knew you
47.2:Hand under my sweatshirt
49.1:Baby, kiss it better, right
53.0:And when I felt like I was an old cardigan
57.1:Under someone's bed
60.1:You put me on and said I was your favorite
67.2:A friend to all is a friend to none
71.2:Chase two girls, lose the one
75.1:When you are young, they assume you know nothing
82.1:But I knew you
84.1:Playin' hide-and-seek and
86.1:Givin' me your weekends
88.1:I, I knew you
91.2:Your heartbeat on the High Line
93.2:Once in twenty lifetimes, I
97.1:And when I felt like I was an old cardigan
101.2:Under someone's bed
105.0:You put me on and said I was your favorite
110.0:♪♪♪
125.0:To kiss in cars and downtown bars
128.2:Was all we needed
132.1:You drew stars around my scars
136.1:But now I'm bleedin'
141.1:'Cause I knew you
143.1:Steppin' on the last train
145.1:Marked me like a bloodstain
147.1:I, I knew you
150.3:Tried to change the ending
152.3:Peter losing Wendy
154.2:I, I knew you
158.1:Leavin' like a father
160.1:Runnin' like water, I
163.2:And when you are young, they assume you know nothing
169.1:But I knew you'd linger like a tattoo kiss
173.1:I knew you'd haunt all of my what-ifs
176.1:The smell of smoke would hang around this long
180.0:'Cause I knew everything when I was young
184.0:I knew I'd curse you for the longest time
187.3:Chasing shadows in the grocery line
191.1:I knew you'd miss me once the thrill expired
195.0:And you'd be standin' in my front porch light
198.2:And I knew you'd come back to me
202.2:You'd come back to me
206.1:And you'd come back to me
210.0:And you'd come back
215.2:And when I felt like I was an old cardigan
219.3:Under someone's bed
223.0:You put me on and said I was your favorite
228.0:♪(end roll)♪
