0.0:너는 별을 보자며 내 몸을 당겨서
5.22:단 한 번에 달빛을 내 눈에 담았어
9.92:Every time I look up in the sky
12.32:근데 단 한 개도 없는 Star
14.55:혼자 두지 않을게
16.74:저 달이 외롭지 않게 해 줘
20.24:너는 별을 보자며 내 손을 끌어서
25.14:저녁노을이 진 옥상에 걸터앉아
29.74:Every time I look up in the sky
32.14:근데 단 한 개도 없는 Star
34.64:괜찮아 네가 내 우주고 밝게 빛나 줘
40.41:이런 가사 한 마디가
42.0:널 위로한다면 나 펜을 잡을게
45.18:자극적인 것보다
46.54:진심만으로 말할 수 있어
48.92:All day
50.18:고양이보다 넌 강아지같이
52.29:날 기다렸지
52.8:하루 종일 뭐가 그리 슬펐지
55.08:이 별에서 네가 가장 특별해
57.56:너는 그런 거 전혀 몰랐지
59.51:You want some more
62.27:왜 자꾸만 널 가두려 하는 건지
64.47:You want some more
67.17:Sky is nothing to believe
69.67:너는 별을 보자며 내 손을 끌어서
74.67:저녁노을이 진 옥상에 걸터앉아
79.17:Every time I look up in the sky
81.67:근데 단 한 개도 없는 Star
84.17:괜찮아 네가 내 우주고 밝게 빛나 줘
90.34:있잖아 난 네가 아주 가끔씩
93.23:무겁게 할 때마다 움칫
95.11:널 위로할 손이 난 없네
99.62:지금 난 갈 길을 잃은 별
101.09:날 당기는 힘은 너
102.36:넌 별을 잃은 하늘처럼 떠돌고 다녀
104.5:우리가 지난 길이 별자리처럼
106.32:나와 너 그 길을 따라서
108.06:날 기억해줘
108.96:You want some more
111.73:왜 자꾸만 널 가두려 하는 건지
113.93:You want some more
116.73:Sky is nothing to believe
119.13:너는 별을 보자며 내 손을 끌어서
124.13:저녁노을이 진 옥상에 걸터앉아
128.73:Every time I look up in the sky
131.13:근데 단 한 개도 없는 Star
133.73:괜찮아 네가 내 우주고 밝게 빛나 줘
139.68:Girl I don’t know why I’m leaving
144.53:Girl I don’t know why
147.2:처음부터 다시 알려 줘
149.39:Girl I don’t know why I’m leaving
154.49:Girl I don’t know why
158.79:너는 별을 보자며 내 손을 끌어서
163.79:저녁노을이 진 옥상에 걸터앉아
168.39:Every time I look up in the sky
170.79:근데 단 한 개도 없는 Star
173.29:괜찮아 네가 내 우주고 밝게 빛나 줘
188.47:꼭 닮은 너를 찾아 나섰지
194.88:너를 당겨 보려 해도
198.1:Every time I look up in the sky
200.47:근데 단 한 개도 없는 Star
202.97:괜찮아 네가 내 우주고 밝게 빛나 줘
