0.0:♪♪♪
11.3:You are somebody that I don't know
14.1:But you're takin' shots at me like it's Patrón
16.2:And I'm just like, damn, it's 7 AM
23.0:Say it in the street, that's a knock-out
25.2:But you say it in a Tweet, that's a cop-out
28.0:And I'm just like, "Hey, are you okay?"
34.1:And I ain't tryna mess with your self-expression
36.1:But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun
42.3:And snakes and stones never broke my bones
45.2:So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
50.2:You need to calm down, you're being too loud
56.0:And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
61.2:You need to just stop
64.2:Like can you just not step on my gown?
67.2:You need to calm down
69.0:♪♪♪
79.2:You are somebody that we don't know
82.0:But you're comin' at my friends like a missile
84.2:Why are you mad?
87.1:When you could be GLAAD? (You could be GLAAD)
90.3:Sunshine on the street at the parade
93.2:But you would rather be in the dark age
95.2:Just makin' that sign must've taken all night
102.0:You just need to take several seats and then try to restore the peace
105.1:And control your urges to scream about all the people you hate
110.2:'Cause shade never made anybody less gay
113.1:So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
118.1:You need to calm down, you're being too loud
124.0:And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
129.2:You need to just stop
132.1:Like can you just not step on his gown?
135.1:You need to calm down
142.1:And we see you over there on the internet
145.1:Comparing all the girls who are killing it
147.3:But we figured you out
149.1:We all know now, we all got crowns
152.1:You need to calm down
153.1:Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh
157.2:You need to calm down (you need to calm down)
160.2:You're being too loud (you're being too loud)
163.2:And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh)
169.1:You need to just stop (can you stop?)
172.0:Like can you just not step on our gowns?
175.0:You need to calm down
176.1:♪♪♪
192.0:You need to just stop
194.2:Like can you just not step on our gowns?
197.2:You need to calm down
