0.0:♪♪♪
20.2:I don't like your little games
25.1:Don't like your tilted stage
29.0:The role you made me play
32.2:Of the fool, no, I don't like you
35.2:I don't like your perfect crime
40.1:How you laugh when you lie
43.3:You said the gun was mine
47.2:Isn't cool, no, I don't like you (oh!)
50.3:But I got smarter, I got harder in the nick of time
54.2:Honey, I rose up from the dead, I do it all the time
58.1:I've got a list of names and yours is in red, underlined
62.1:I check it once, then I check it twice, oh!
65.2:Ooh, look what you made me do
68.1:Look what you made me do
70.0:Look what you just made me do
71.2:Look what you just made me
73.1:Ooh, look what you made me do
75.2:Look what you made me do
77.2:Look what you just made me do
79.1:Look what you just made me do
80.2:I don't like your kingdom keys
85.1:They once belonged to me
89.0:You ask me for a place to sleep
92.2:Locked me out and threw a feast (what!?)
95.3:The world moves on, another day, another drama, drama
99.2:But not for me, not for me, all I think about is karma
103.1:And then the world moves on, but one thing's for sure (sure)
107.0:Maybe I got mine, but you'll all get yours
110.3:But I got smarter, I got harder in the nick of time (nick of time)
114.2:Honey, I rose up from the dead, I do it all the time (I do it all the time)
118.1:I've got a list of names and yours is in red, underlined
122.2:I check it once, then I check it twice, oh!
126.0:Ooh, look what you made me do
128.1:Look what you made me do
130.0:Look what you just made me do
131.3:Look what you just made me
133.1:Ooh, look what you made me do
135.2:Look what you made me do
137.2:Look what you just made me do
139.1:Look what you just made me do
140.2:I don't trust nobody and nobody trusts me
144.2:I'll be the actress starring in your bad dreams
148.1:I don't trust nobody and nobody trusts me
152.1:I'll be the actress starring in your bad dreams
155.2:I don't trust nobody and nobody trusts me
159.2:I'll be the actress starring in your bad dreams
163.1:I don't trust nobody and nobody trusts me
167.0:I'll be the actress starring in your bad dreams
170.3:(Ooh, look what you made me do)
173.1:(Look what you made me do)
175.1:(Look what you just made me do)
176.1:"I'm sorry, the old Taylor can't come to the phone right now"
180.0:"Why?" (Look what you made me do)
182.2:"Oh, 'cause she's dead!" (oh!)
185.3:Ooh, look what you made me do
188.1:Look what you made me do
190.1:Look what you just made me do
191.3:Look what you just made me
193.1:Ooh, look what you made me do
195.2:Look what you made me do
197.2:Look what you just made me do
199.1:Look what you just made me do
200.2:Ooh, look what you made me do
203.1:Look what you made me do
205.1:Look what you just made me do
206.2:Look what you just made me
208.1:Ooh, look what you made me do
210.2:Look what you made me do
212.2:Look what you just made me do
214.1:Look what you just made me do
216.1:♪♪♪
222.2:♪(chatting)♪
