♪♪♪
１　２　３
君の買った新しいドレスいいね
綺麗に決まってるよ
あの新しいレストランが気に入ったんだね
僕は2回行ったことがあるよ
君が髪をかき分ける姿
二人でシェアしてきた瞬間
ローマの街を回ったね (ネット上で)
ああ そこにいたかったな
ずるいよ
こんなのフェアじゃないよ
僕はベッドに座って毎日画面に話しかけてるんだ
でも自分の気持ちは伝えられそうにないよ
でも気になってる
君も同じ気持ちになるのかなって
いつかもし直接会ったら
昨日メッセージ送った
まだ返信がこない
何か間違ったことしたかな?
僕が発言が原因?
心が痛むよ
だってプライドがズタズタになるよ
君が他の男に返信してるのと見ると
なんでなのか教えてほしい（数回）
僕はベッドに座って毎日画面に話しかけてるんだ
でも自分の気持ちは伝えられそうにないよ
でも気になってる
君も同じ気持ちになるのかなって
いつかもし直接会ったら
♪♪♪
僕はベッドに座って毎日画面に話しかけてるんだ
君は僕の名前すら知らないのは分かってる
でも気になってる
君も同じ気持ちになるのかなって
いつかもし直接会ったら
♪(エンディング)♪
