♪♪♪
アン　デュー　トレス
アイラブ ザ　ニュー　ドレス　ユ　ボウト
ヤユ　ショァ　ルック　ナイス
ハジュ　ライク　ザ　ニュ　レストラン
ユノ　アィヴィン　デェァ　トゥワイス
エンザ　ウェイ　ダッチュ　スウィッチュア　ヘァー
オーロブ　ザ　モーメンツ　ウィヴ　シェァー
ストローリン　ザ　ストリーツ　バッキン　ローム
オー　ハワ　ウィッシャワズ　ゼァー
イ　エイン　フェァー
ノー　イレエイン　フェァー
アイ　ミン　マイ　ベッド　シッティング　トーキング　トゥー　スクリーン　ゾールデイ
バライ　キャントゥ　シームトゥ　セイ　ワッツォン　マイ　ブレイン
バライ　ワンダー　アイ　ワンダー
イフ　ユーデゥ　フィール　ザ　セイム
イフ　ワンデイ　ウィヴ　ミート　フェイス　トゥ　フェイス
アイ　メッセージュ　イエスタディ
ハヴィン　ハード　バック　イェット
ディダ　デゥー　サムシング　ウロング
オァ　イジッ　サムシンガィ　セッドゥ
エンディッ　ハーツ　ミー　インサイド
カジッツ　キリン　マイ　プライド
トゥ　シーユー　リプライ　トゥ　オーロブ　ディーズ　アザー　ガイズ
テル　ミー　ワイ (x3)
アイ　ミン　マイ　ベッド　シッティング　トーキング　トゥー　スクリーン　ゾールデイ
バライ　キャントゥ　シームトゥ　セイ　ワッツォン　マイ　ブレイン
バライ　ワンダー　アイ　ワンダー
イフ　ユーデゥ　フィール　ザ　セイム
イフ　ワンデイ　ウィヴ　ミート　フェイス　トゥ　フェイス
♪♪♪
アイ　ミン　マイ　ベッド　シッティング　トーキング　トゥー　スクリーン　ゾールデイ
アイノーユー　ドントィーブン　ノー　マイ　ネーム
バライ　ワンダー　アイ　ワンダー
イフ　ユーデゥ　フィール　ザ　セイム
イフ　ワンデイ　ウィヴ　ミート　フェイス　トゥ　フェイス
♪(エンディング)♪
